apicd,apiname,opercd,opername
15077873,행정안전부_행정표준코드_외국어코드,30883,외국어코드 조회
15077872,행정안전부_행정표준코드_외국명코드,30887,외국명코드 조회
15077871,행정안전부_행정표준코드_법정동코드,30885,법정동코드 조회
15077782,행정안전부_행정표준코드_계급코드,30948,계급코드 조회
15077869,행정안전부_행정표준코드_근무처구분코드,30955,근무처구분코드 조회
15077870,행정안전부_행정표준코드_기관코드,30953,기관코드 조회
15077868,행정안전부_행정표준코드_국가자격면허코드,30950,국가자격면허코드 조회
15077874,행정안전부_행정표준코드_직군코드,30942,직군코드 조회
15077876,행정안전부_행정표준코드_직렬코드,30933,직렬코드 조회
15077878,행정안전부_행정표준코드_직위코드,30893,직위코드 조회
15077879,행정안전부_행정표준코드_직종세분류코드,30892,직종세분류코드 조회
15077881,행정안전부_행정표준코드_포상종류코드,30890,포상종류코드 조회
15077779,행정안전부_행정표준코드_건축물용도코드,30940,건축물용도코드 조회
3058512,행정안전부_지진해일 긴급대피장소,30683,지진해일 긴급대피 장소정보 조회 서비스
15061196,한국지역정보개발원_기관운영휴양시설 조회 서비스,24330,기관운영휴양시설 조회
15061194,한국지역정보개발원_고시 및 공고안내 조회 서비스,24328,고시 및 공고안내 조회
15061198,한국지역정보개발원_노동조합 협약정보 조회 서비스,24333,노동조합 협약정보 조회
15061200,한국지역정보개발원_사업보고서 조회 서비스,24339,사업보고서 조회
15061201,한국지역정보개발원_연구보고서 조회 서비스,24340,연구보고서 조회
15061206,한국지역정보개발원_입찰정보 조회 서비스,24342,입찰정보 조회
15061208,한국지역정보개발원_정관 및 내규 조회 서비스,24343,정관 및 내규 조회
15061210,한국지역정보개발원_주요사건/사고현황 조회 서비스,24351,주요사건/사고현황 조회
15061217,한국지역정보개발원_지방공기업 시도코드 조회 서비스,24346,지방공기업 시도코드 조회
15061212,한국지역정보개발원_주요소송현황 조회 서비스,25154,주요소송현황 조회
15061197,한국지역정보개발원_노동조합현황 조회 서비스,25164,노동조합현황 조회
15061199,한국지역정보개발원_복수노조 교섭단체 단일화정보 조회 서비스,25172,복수노조 교섭단체 단일화정보 조회
15061220,한국지역정보개발원_타당성 검토보고서 조회 서비스,25174,타당성 검토보고서 조회
15000648,행정안전부_전국어린이놀이시설안전사고정보서비스,3259,안전사고정보조회
15061205,한국지역정보개발원_이사회의사록 조회 서비스,25173,이사회의사록 조회
15056680,한국지역정보개발원_신입사원 평균임금 조회 서비스,20697,신입사원 평균임금 조회
15056695,한국지역정보개발원_예산결산 조회 서비스,20698,예산결산 조회
15056798,한국지역정보개발원_경영정보 조회 서비스,20848,경영정보 조회
15056875,한국지역정보개발원_신규채용현황 조회 서비스,20696,신규채용현황 조회
15057225,한국지역정보개발원_금융부채 조회 서비스,20850,금융부채 조회
15057277,한국지역정보개발원_임원연봉 조회 서비스,20703,임원연봉 조회
15057401,한국지역정보개발원_유연근무현황 조회 서비스,20700,유연근무현황 조회
15057596,행정안전부_자연재해상황 정보 조회 서비스,17556,기간별자연재해상황 조회
15057730,한국지역정보개발원_경영성과 조회 서비스,20804,경영성과 조회
15057762,한국지역정보개발원_직원평균임금총괄 조회 서비스,20705,직원평균임금총괄 조회
15057923,한국지역정보개발원_상용정규직 평균임금 조회 서비스,20852,상용정규직 평균임금 조회
15058059,행정안전부_시도별 염화칼슘 보유정보,30679,시도별 염화칼슘 보유정보 조회
15058242,행정안전부 한국지역정보개발원_(지방공기업)주요경영분석지표 조회 서비스,20704,주요경영분석지표 조회
15058351,한국지역정보개발원_일반정규직 평균임금 조회 서비스,20702,일반정규직 평균임금 조회
15058660,행정안전부_복구비지원내역 정보 제공 서비스,17552,부처별 복구비 지원내역 조회
15080254,행정안전부_정책연구 과제정보,32638,정책연구 기관별 과제 목록
15059189,한국지역정보개발원_부채규모 조회 서비스,20851,부채규모 조회
15059435,행정안전부_겨울철 제설장비 확보정보,30678,겨울철 제설장비 확보정보 조회
15074682,행정안전부_국가안전대진단 점검결과 조회 서비스,28273,국가안전대진단 점검결과 조회
15073554,행정안전부_안전정보 통합공개 조회 서비스,28733,시설물 기본정보 조회
15000082,행정안전부_마을정보조회서비스,2087,시도 목록 조회
15000090,행정안전부_코드조회서비스,18307,지역코드조회
3058490,행정안전부_급경사지 현황,17564,지자체별 관리주체별 급경사지 현황 리스트 정보
3058491,행정안전부_상황전파메세지정보,30684,재난상황 메시지정보 조회
3059490,행정안전부_이재민 임시주거시설 정보,30700,이재민임시주거시설정보 조회
15000014,행정안전부_인빌쇼핑정보조회서비스,2090,지역별 쇼핑판매 마을 목록 조회
15000153,행정안전부 국가기록원_나라기록물정보 서비스,29521,기록물 검색
15000164,행정안전부_인빌체험정보조회서비스,2098,주말농장목록조회
15000221,행정안전부_봉사참여정보서비스,18312,봉사참여정보상세조회
15000259,행정안전부_봉사배움정보서비스,18310,봉사교육목록조회
15000374,행정안전부_기부관련단체정보서비스,18301,기부관련단체지역별목록조회
15000482,행정안전부_전국어린이놀이시설통계정보서비스,3262,설치장소별 놀이시설통계정보조회
15000503,행정안전부_전국어린이놀이시설안전검사통계정보서비스,3269,설치검사통계정보조회
15000512,행정안전부_전국어린이놀이시설안전사고통계정보서비스,3272,연도/월/지역/설치장소/기구/바닥재별 안전사
15000514,행정안전부_전국우수어린이놀이시설통계정보서비스,3282,우수시설통계정보조회
15000589,행정안전부_전국어린이놀이시설코드정보서비스,3283,행정구역코드정보조회
15000647,행정안전부_전국어린이놀이시설기구정보서비스,3254,시설기구정보조회
15000649,행정안전부_전국어린이놀이시설행정처분통계정보서비스,3278,행정처분통계정보조회
15000653,행정안전부_전국어린이놀이시설보험가입정보서비스,3257,보험가입정보조회
15000657,행정안전부_전국어린이놀이시설안전교육정보서비스,3258,안전교육정보조회
15000786,행정안전부_전국어린이놀이시설안전교육통계정보서비스,3279,지역/설치장소별 안전교육통계정보조회
15000766,행정안전부_전국어린이놀이시설정보서비스,3253,시설정보조회
15000767,행정안전부_전국어린이놀이시설관리자정보서비스,3255,시설관리정보조회
15000768,행정안전부_전국어린이놀이시설안전검사정보서비스,3256,시설안전검사정보조회
15000769,행정안전부_전국어린이놀이시설행정처분정보서비스,3260,행정처분정보조회
15000770,행정안전부_전국우수어린이놀이시설정보서비스,3261,우수시설정보조회
15000771,행정안전부_전국어린이놀이기구통계정보서비스,3266,지역/설치장소별 놀이기구통계정보조회
15000772,행정안전부_전국어린이놀이시설안전관리사업통계정보서비스,3277,안전관리사업통계정보조회
15000787,행정안전부_전국어린이놀이시설보험가입통계정보서비스,3281,보험가입통계정보조회
15000933,행정안전부_소방서위치조회서비스,4146,소방서 위치조회 서비스
15000991,행정안전부_국민행동요령,4196,민방위 국민행동요령
15000993,행정안전부_국민행동요령(기상이변),4202,국민행동요령(기상이변-폭우) 조회 서비스
15014185,행정안전부_대한민국 공공서비스 정보,12404,공공서비스 목록
15021030,행정안전부_지진겸용 임시주거시설,30682,지진실내구호소 조회 서비스
15039250,행정안전부_지진 옥외대피장소,30681,지진 옥외대피장소 조회 서비스
3038743,행정안전부_무더위쉼터 정보,32632,무더위쉼터 정보 조회
3058174,행정안전부_재해위험지구 현황,17570,지자체별 유형별 재해위험지구 현황 리스트 정보
3058822,행정안전부_재난문자방송 발령현황,30688,재난문자방송 발령현황 조회
15000485,인사혁신처_공공취업정보 조회,12961,채용직급 목록조회
15084296,질병관리청_예방접종(대상 감염병 관련) 정보,32616,예방접종 대상 감염병 기준 목록 조회
15084303,질병관리청_어린이 국가예방접종 지원사업 위탁의료기관 현황 정보,32618,의료기관 조회  기준 목록(시도) 조회
3033869,질병관리청_임상연구 DB,21225,임상연구정보 목록 조회
3034099,질병관리청_예방접종업무 위탁 의료기관 현황 정보,29001,어린이 국가예방접종 지정 의료기관 조회
3074275,질병관리청_임상연구 등록통계,21218,연구종류별 통계 정보 조회
15009302,질병관리청_예방접종(대상감염병 관련) 정보,28998,기준 정보 (접종) 조회
15062115,세종특별자치시_통계 조회 서비스,25503,세종특별자치시 통계 조회 서비스
15075716,세종특별자치시_배수지 조회 서비스,29193,배수지 리스트
15000193,서울특별시_노선정보조회 서비스,1424,getStaionsByRouteList
15000303,서울특별시_정류소정보조회 서비스,1431,getStationByNameList
15000314,서울특별시_버스도착정보조회 서비스,1449,getArrInfoByRouteAllList
15000332,서울특별시_버스위치정보조회 서비스,1439,getBusPosByRouteStList
15000414,서울특별시_대중교통환승경로 조회 서비스,1454,getPathInfoByBusList
15035278,서울특별시 강북구 교육강좌정보,21970,강좌별상세정보조회
15080837,부산광역시_스토리텔링 원형 정보 서비스,31589,부산광역시_스토리텔링 원형정보 서비스
15043685,부산교통공사_부산도시철도 역사 정보,4573,부산 도시철도 역사 정보
15043688,부산광역시_부산버스정보시스템,18651,정류소정보 조회
15064509,부산지방공단스포원_스포원 경주결과 서비스,26988,경주결과
15067334,부산광역시_사회복지관 프로그램 현황,26533,사회복지관 프로그램 현황
15004683,부산광역시_명절 무료주차장현황,21164,부산광역시 공영주차장 정보 조회
15077593,부산광역시_갈맷길 안내 시설 안내,30663,갈맷길 도보 인증대 정보
15053315,부산광역시 영도구_체육시설 현황,5827,체육시설 목록 조회
15053421,부산광역시 영도구_경로당 현황,5818,경로당 목록 조회
15054249,부산광역시 영도구_복지프로그램 현황,5817,복지프로그램 목록 조회
15001019,부산교통공사_부산도시철도 운행 정보,4574,부산 도시철도 운행 정보
15056542,부산광역시_국제수산물도매시장 입하정보,22906,출하지현황
15056572,부산광역시_관광실태조사 통계정보 서비스,29846,부산시 내국인 방문객 통계정보
15056595,부산광역시_유통 농산물 잔류농약검사 서비스,21152,유통 농산물 잔류농약검사 조회
15056673,부산광역시_국제수산물도매시장 경락정보,22912,경락 결과 집계
15056676,부산광역시_엄궁농산물도매시장 실시간 경락정보,22892,품종 목록
15056773,부산광역시_주민등록인구 통계정보 서비스,22853,세대 및 인구개황정보
15056789,부산광역시_엄궁농산물도매시장 반입물량정보,22887,주간 품목별 반입물량
15056832,부산광역시_농산물 잔류농약검사 통계 서비스,21151,농산물 잔류농약검사 통계 조회
15056954,부산광역시_실시간 풍향풍속 정보 서비스,22913,부산시 풍향풍속 정보 조회
15056989,부산광역시_자전거 공기 주입기 정보 서비스,22231,자전거 공기 주입기 정보
15057102,부산광역시_교차로 차종별 교통량 정보조회서비스,21382,교차로 차종별 교통량 조회
15057137,부산광역시_접근로별 차종별 교통량 정보조회서비스,21343,접근로별 차종별 교통량 조회
15057173,부산광역시_대기질 정보 조회,22920,부산 대기질 항목별 정보 조회
15057209,부산광역시_반여농산물도매시장 가격정보,22898,월간평균경락가격
15057279,부산광역시_교차로별 서비스수준 정보조회 서비스,21374,교차로별 15분단위 서비스 수준 조회
15057311,부산광역시_교차로 교통량 정보조회서비스,21340,교차로 교통량 조회
15057316,부산광역시_엄궁농산물도매시장 가격정보,22890,월간평균경락가격
15057348,부산광역시_대기 중금속 정보,22872,미세먼지(PM10) 중금속 월별측정자료
15057385,부산광역시_오늘의 수질 정보 조회,22862,부산 오늘의 정수 상세
15057737,부산광역시_반여농산물도매시장 실시간 경락정보,22900,품종 목록
15057845,부산광역시_대기오염 예경보발령 상황 조회,22871,부산 대기오염 예경보발령 상황 조회
15057968,"부산광역시_경매전 농산물 잔류농약검사(엄궁, 반여) 서비스",21165,"경매전 농산물 잔류농약검사(엄궁, 반여) 조회"
15058103,부산광역시_도시고속도로교통량 정보조회서비스,21335,도시고속도로 5분교통량 조회
15058264,부산광역시_도시고속도로 차종별 교통량 정보조회서비스,21338,도시고속도로 차종별 교통량 조회
15058271,부산광역시_국제수산물도매시장 가격정보,22909,월간평균경락가격
15058319,부산광역시_대기행렬길이 정보조회서비스,21344,대기행렬길이 조회
15058365,부산광역시_실시간 강우량 정보 서비스,22914,부산시 강우량 정보 조회
15058484,부산광역시_자전거 도로정보 서비스,22851,자전거 도로정보 조회
15058570,부산광역시_우리동네 수질 정보 조회,24865,부산 우리동네 수질 정보 조회
15058632,부산광역시_도시고속도로OD 정보조회서비스,21378,도시고속도로OD 조회
15058684,부산광역시_주요횡단보도 보행자수 정보조회서비스,21376,주요횡단보도보행자수 조회
15058739,부산광역시_공공조형물 정보 서비스,22863,공공조형물 정보 조회
15058756,부산광역시_하수처리시설 일일수질 현황 서비스,21141,하수처리시설 일일수질 현황 조회
15058979,부산광역시_갈맷길 코스 정보 서비스,22849,갈맷길 코스 정보
15059163,부산광역시_반여농산물도매시장 반입물량정보,22894,주간 품목별 반입물량
15059165,부산광역시_주요도로 구간통행속도 정보조회서비스,21346,주요도로 구간레벨1 통행속도 조회
15059230,부산광역시_접근로별 회전교통량 정보조회서비스,21342,접근로별 회전교통량 조회
15059252,부산광역시_하수처리시설 월별 평균 수질현황 서비스,21135,하수처리시설 월별 평균 수질현황 조회
15059484,부산광역시_구간통행속도 통계 정보조회 서비스,21383,구간레벨1 5분 통행속도 통계 조회
15063760,부산광역시_테마코드 목록 서비스,25846,테마코드 목록 조회
15063759,부산광역시_문화가 있는 날 목록 서비스,25845,문화가 있는 날 목록 조회
15063756,부산광역시_전시공간 목록 서비스,25844,전시공간 목록 조회
15063856,부산광역시_클래식 상세 서비스,25875,클래식 상세 조회
15063739,부산광역시_콘서트 목록 서비스,25833,콘서트 목록 조회
15063741,부산광역시_전통예술 목록 서비스,25835,전통예술 목록 조회
15063445,부산광역시_부산관광안내소정보 서비스,25730,부산관광안내소 국문 정보
15063761,부산광역시_공연전시 테마 목록 서비스,25847,공연전시 테마 목록 조회
15063481,부산광역시_부산명소정보 서비스,25752,부산명소 국문 정보
15063500,부산광역시_부산축제정보 서비스,25762,부산축제 국문 정보
15063487,부산광역시_부산쇼핑정보 서비스,25757,부산관광쇼핑 국문 정보
15063472,부산광역시_부산맛집정보 서비스,25747,부산맛집 국문 정보
15063858,부산광역시_뮤지컬 상세 서비스,25876,뮤지컬 상세 조회
15063861,부산광역시_연극 상세 서비스,25877,연극 상세 조회
15063863,부산광역시_문화 기타장르 상세 조회 서비스,25878,문화 기타장르 상세 조회
15063864,부산광역시_무용 상세 서비스,25879,무용 상세 조회
15063754,부산광역시_공연장 목록 서비스,25843,공연장 목록 조회
15063748,부산광역시_문화 기타장르 목록 서비스,25841,문화 기타장르 목록 조회
15063745,부산광역시_오페라 목록 서비스,25839,오페라 목록 조회
15063743,부산광역시_무용 목록 서비스,25837,무용 목록 조회
15063738,부산광역시_전시 상세 서비스,25832,전시 상세 조회
15063564,부산광역시_부산해양체험정보 서비스,25880,부산해양체험 국문 정보
15063454,부산광역시_부산도보여행정보 서비스,25887,부산도보여행 국문 정보
15063506,부산광역시_부산테마여행정보 서비스,25892,부산테마여행 국문 정보
15063737,부산광역시_전시 목록 서비스,25831,전시 목록 조회
15063730,부산광역시_클래식 목록 서비스,25829,클래식 목록 조회
15063728,부산광역시_뮤지컬 목록 서비스,25827,뮤지컬 목록 조회
15063721,부산광역시_연극 목록,25824,연극 목록 조회
15063507,부산광역시_부산푸디투어정보 서비스,25774,부산푸디투어 국문 정보
15063855,부산광역시_전통예술 상세 서비스,25874,전통예술 상세 조회
15063850,부산광역시_오페라 상세 서비스,25872,오페라 상세 조회
15063847,부산광역시_콘서트 상세 서비스,25871,콘서트 상세 조회
15076363,부산광역시_악취 및 VOCs 측정망,29391,악취 및 VOCs 정보
3033573,부산교통공사_공기질측정 정보,18783,"측정년도, 역코드별 공기질 측정 결과 조회"
3033575,부산교통공사_소음측정 정보,18784,"측정년도, 역코드별 소음 측정 결과 조회"
15077591,부산광역시_갈맷길 코스 정보,30637,갈맷길 코스 정보
15077592,부산광역시_갈맷길 안전 시설,30639,갈맷길 CCTV 정보
15077606,부산광역시_갈맷길 관광 정보 안내,30683,갈맷길주변명소정보
15077588,부산광역시_갈맷길 VR 정보,30629,갈맷길 VR 정보
15077589,부산광역시_갈맷길 편의시설 안내,30865,갈맷길 화장실 정보
3044063,부산광역시 영도구_공장등록정보,5848,등록된 공장 목록 조회
3069100,부산광역시 영도구_에너지서비스업 현황,5846,가스 판매업소 목록 조회
3069104,부산광역시 영도구_관광정보,5824,관광지 목록 조회
3069143,부산광역시 영도구_관내교육기관 현황,5821,교육기관 목록 조회
3069614,부산광역시 영도구_택시업체 정보,5819,택시 목록 조회
3070050,부산광역시 영도구_환경인허가업소 현황,5847,환경관련 인허가 업소 목록 조회
3070102,부산광역시 영도구_장기요양기관 현황,5828,장기요양기관 목록 조회
15064526,부산광역시_상수도_단수현황,26341,상수도 단수현황
3075741,부산광역시_부동산중개업 정보,22916,부동산 중개업자 정보 조회
3076416,부산광역시 아토피천식 안심학교 현황,21160,아토피천식 안심학교 현황 조회
3076459,부산광역시_먹는물 공동시설(약수터) 수질검사 결과 정보,29677,먹는물 공동시설 수질 정보 조회 (2015이후)
3076513,부산광역시_식품 방사능 검사 현황,21120,식품 중 방사능 검사 결과 조회
3076557,부산광역시_보건소 검사정보,21133,보건소 검사정보 현황 조회
15070871,부산광역시 해운대구_쇼핑상점 정보 조회 서비스,27079,쇼핑상점 목록조회
3079345,부산광역시_신호등 현황,24190,교통신호제어기 정보 조회
15070773,부산광역시 해운대구_교육/보육기관 정보 조회 서비스,27071,교육/보육기관 목록조회
15070795,부산광역시 해운대구_공중화장실 정보조회 서비스,27073,공중화장실 목록조회
3082176,부산광역시_종합병원 현황,22758,의료기관/약국 운영시간 정보
15070786,부산광역시 해운대구_관광지 정보조회 서비스,27072,관광지 목록조회
15070804,부산광역시 해운대구_사회복지시설 정보 조회 서비스,27074,사회복지시설 목록 조회
15070811,부산광역시 해운대구_CCTV 정보 조회 서비스,27075,CCTV 목록조회
15000522,부산교통공사_부산 도시철도 열차시각표 조회 서비스,2958,부산 도시철도 열차시각표 조회 서비스
15001011,부산교통공사_부산도시철도 공공 시설물 정보,4571,부산 도시철도 공공 시설물 정보
15001018,부산교통공사_부산도시철도 문화행사 정보,4572,부산 도시철도 문화행사 정보
15001020,부산교통공사_부산도시철도 장애인 편의시설 정보,4575,부산 도시철도 장애인 편의시설 정보
15004511,부산광역시_실시간 환경방사선 현황 정보,25002,부산 환경방사선 선량률 정보 조회
15004512,부산광역시_착한가격업소,22922,부산 착한가격업소 조회
15004513,부산광역시_상수도 공사 현황,22855,부산 상수도 공사 현황
15011942,부산광역시 환경소음 정보,22879,부산 환경소음 측정정보
15070818,부산광역시 해운대구_문화체육시설 정보조회 서비스,27076,문화체육시설 목록조회
15070822,부산광역시 해운대구_주차장 정보 조회 서비스,27077,주차장 목록조회
15070837,부산광역시 해운대구_공원 정보조회 서비스,27078,공원목록조회
15021070,부산광역시_도로굴착정보,22247,도로굴착 허가정보
15028052,부산시설공단 장례비산출 정보,19319,장례비용 산출 결과 조회
15028697,부산광역시_도로 교통량 현황,19515,접근로교통량조회
15034008,부산광역시_방사선 비상시 이재민 구호시설 현황,21122,방사선 비상시 이재민 구호시설 현황 조회
15034010,부산광역시_구·군별 주요도로 방사선 탐지결과 정보,25010,구·군별 주요도로 방사선 탐지결과 조회
15034011,부산광역시_주요도로 방사선 탐지결과 정보,25009,주요도로 방사선 탐지결과 조회
15034012,부산광역시_방사능 분석결과 정보,25011,방사능 분석결과 조회
15034013,부산광역시_장애인 전동보장구 급속충전기 설치 현황,21163,장애인 전동보장구 급속충전기 설치 현황 조회
15034014,부산광역시_버스정보안내기 현황,21127,버스정보안내기 설치현황 조회
15034018,부산광역시_구군 현수막 지정게시대 현황,21139,현수막 지정게시대 현황 조회
15034019,부산광역시_구군 정보화교육 정보,21167,정보화교육 정보 조회
15034076,부산광역시_인플루엔자호흡기바이러스 조사 정보,21131,인플루엔자호흡기바이러스 조사 결과 조회
15034021,부산광역시_구군 공개공지 현황,21107,공개공지 현황 조회
15034022,부산광역시_구군 문화재 현황,21157,문화재 현황 조회
15034023,부산광역시_구군 보건소 예방접종 정보,21115,보건소 예방접종 정보 조회
15034024,부산광역시_구군 장례시설 현황,21161,장례시설 현황 조회
15034025,부산광역시_구군 노인일자리 사업 현황,21128,노인일자리 사업 현황 조회
15034027,부산광역시_구군 행정사 현황,21129,행정사 현황 조회
15034029,부산광역시_구군 모범음식점 현황,21159,모범음식점 현황 조회
15034030,부산광역시_구군 제설함 배치 정보,21116,제설함 배치 정보 조회
15034031,부산광역시_구군 행정기관 현황,21162,행정공공기관 현황 조회
15034033,부산광역시_수유실 보유 시설 현황,21095,수유실 보유 시설 현황 조회
15034035,부산광역시_개인서비스 요금 정보,21114,개인서비스 요금 정보 조회
15034041,부산광역시_생활필수품 가격 정보,21097,생활필수품 가격 정보 조회
15034043,부산광역시_관광지 장애인 편의시설 보유 업소 정보,21168,관광지 장애인 편의시설 보유 업소 현황 조회
15034046,부산광역시_승용차요일제 할인 가맹점 정보,21100,승용차요일제 할인가맹점 정보 조회
15034067,부산광역시_음향신호기 현황,21103,음향신호기 현황 조회
15034068,부산광역시_건물부문 온실가스 배출현황,24296,건물부문 온실가스 배출현황 조회
15034069,부산광역시_교육/강좌 정보,21112,교육/강좌 정보 조회
15034070,부산광역시_견학/체험 정보,21119,견학/체험 정보 조회
15034071,부산광역시_대관/대여 정보,21123,대관/대여 정보 조회
15034072,부산광역시_공공부문 일자리(채용) 정보,21126,공공부문 일자리(채용) 정보 조회
15034073,부산광역시_주요도로 침수 정보,21153,실시간 내수침수위 정보 조회
15034074,부산광역시_주요 하천 수위 정보,21154,실시간 하천수위 정보 조회
15034075,부산광역시_가족사랑카드 참여업체 현황,21130,가족사랑카드참여업체 현황 조회
15034077,부산광역시_일본뇌염모기밀도 조사결과 정보,21132,일본뇌염모기밀도 조사 결과 조회
15034078,부산광역시_실시간 낙동강 염분 정보,21134,실시간 낙동강염분 정보 조회
15034079,부산광역시_하천 수질(수질측정망) 정보,21136,하천수질(수질측정망) 현황 조회
15034080,부산광역시_해수욕장 수질 정보,21138,해수욕장 수질 정보 조회
15034081,부산광역시_해양환경 측정(망) 정보,21140,해양환경측정망 정보 조회
15034082,부산광역시_비브리오균 조사 정보,21142,비브리오균 조사 정보 조회
15034083,부산광역시_민방위 비상 급수시설 수질 정보,21148,민방위비상급수시설 수질정보 조회
15034084,부산광역시 토양오염실태조사 정보,21147,토양오염도 정보 조회
15034085,부산광역시_건설공사 현황,21146,건설공사 현황 정보 조회
15034086,부산광역시_119 구조 반려동물 정보,21145,119에 구조된 반려동물 찾기 조회
15034087,부산광역시_불법주정차단속 정보,21144,불법주정차단속 정보 조회
15034088,부산광역시_환경공단_소각처리시설 일일대기질 현황,21143,소각처리시설 일일대기질 현황 조회
15034450,부산광역시 교통정보서비스 센터 CCTV 현황,21350,센터보유 ITS CCTV 조회
15034452,부산광역시 돌발이벤트 정보,21339,돌발이벤트 조회
15040363,부산광역시_구군 가로수 현황,22740,가로수 현황 정보
15040377,부산광역시_구군 다중이용시설 실내 공기질 관리 대상현황,22739,다중이용시설 실내 공기질 관리 대상현황 정보
15040487,부산광역시_구군 전문건설업 현황,22755,전문건설업 현황 정보
15040489,부산광역시_공동주택 미분양 현황,22756,공동주택 미분양 현황 정보
15040508,부산광역시_구군 마을버스 운행 현황,22759,마을버스 운행 현황 정보
15040616,부산광역시_외국인환자 유치기관,24775,부산 외국인환자 유치기관 정보
15040628,부산광역시_하천 수질(자동측정망) 정보,22870,부산 하천수질(자동측정망) 항목별 현황 조회
15040865,부산광역시_공유재산 현황,23043,공유재산 건물현황 정보
15040871,부산광역시_도시재생사업 현황,23013,도시재생사업 현황 정보
15040872,부산광역시_지역사회서비스 제공기관 정보,23026,부산지역사회서비스 제공기관 정보
3057643,부산교통공사_부산도시철도 유실물정보,12042,부산 도시철도 유실물 정보
3057227,부산교통공사_계약 관리 정보,12041,부산 도시철도 계약현황 정보
3056201,부산광역시_실내공기질 실시간 측정 자료,22884,실내공기질 항목별 정보 조회
3069406,부산광역시_정비사업 정보,25677,정비사업 추진현황 조회
3070628,부산시설공단 장례시설 이용현황,15132,화장예약 현황 조회
3070652,부산시설공단 한마음스포츠센터 생활체육 프로그램 정보,6450,프로그램정보조회
3070682,부산시설공단 공영주차장 시설 현황,10021,주차장 목록 조회
3070695,부산시설공단 공원시설 현황,14779,부산시설공단 공원시설 프로그램 조회
3075619,부산광역시_교통정보전광판 설치운영 현황,21125,교통정보전광판 설치현황 조회
3076473,부산광역시 아동 복지 및 시설 정보,22757,아동복지시설 현황 정보
3076777,부산광역시_장사관련시설 전체현황,22902,분묘개장현황 정보
15060784,대구광역시_민원데이터 분석 결과,25122,민원분석 TOP 키워드 정보
15061491,대구광역시_평생학습포털_강좌조회서비스,25254,강좌목록조회
15001183,대구환경공단_하수 처리 현황,4780,하수처리현황
15057352,대구광역시_돌발 교통정보 조회 서비스,13735,대구돌발교통정보
15057591,대구광역시_교통소통정보,8842,구간소통정보
15061492,대구광역시_평생학습포털_기관조회서비스,25252,기관목록 조회
15001015,대구광역시_시설정보 조회 서비스,4256,일반공사 정보 조회
15001024,대구광역시_수질정보 조회 서비스,4255,수질통계정보 조회
15001037,대구광역시_유량정보 조회 서비스,4253,년도별유수율실적 정보 조회
15001184,대구환경공단_소각처리현황,4781,소각처리현황
15034138,대구도시공사_수성알파시티교통통계 현황,21995,지능형도보안전 교통통계 현황 조회
15034229,대구환경공단_음식물쓰레기 현황,21237,음식물쓰레기 현황
3054892,대구광역시_관광지,19604,대구관광지 목록
15056529,인천광역시_정류소 조회,22447,주변정류소 목록 조회
15058487,인천광역시_버스노선 조회,22440,노선번호목록 조회
15059084,인천광역시_도착정보 조회,22448,버스도착정보목록조회
15059206,인천광역시_버스위치정보 조회,22437,버스위치정보 목록 조회
15076590,인천광역시_주요시설현황,29461,인천광역시 주요시설물 조회서비스
15001056,광주광역시 BIS 노선-정류소 정보,19520,광주광역시에서 운영중인 노선 경유 정류소
15001102,광주광역시 BIS 노선정보,19519,광주광역시에서 운영중인 버스 노선 정보 조
15001106,광주광역시 BIS 도착정보,19518,정류소ID에해당하는 정류소의 도착정보 조회
15001107,광주광역시 BIS 정류소 정보,19517,광주광역시에서 운영중인 정류소 정보 조회
15002952,광주광역시 광산구_개별공시지가 정보,7755,개별공시지가 목록 조회
3076094,광주광역시 예산 중 보조사업 비중,8957,유리알관리시스템 보조사업 목록 정보
15083717,대전광역시_실시간 주차장 정보,32392,주차장정보
15076996,대전광역시 서구_홈페이지 공지사항 ODF현황조회,29514,공지사항 게시물 ODF 파일 목록 조회
15057170,대전광역시_운수회사 정보 조회 서비스,10367,전체 운수회사 정보 조회
15057266,대전광역시_차량등록정보 조회 서비스,10365,전체 차량 등록정보 조회
15057806,대전광역시_정류소별 도착정보 조회 서비스,10363,정류소ID별 도착예정 정보 조회
15058247,대전광역시_버스 위치정보 조회 서비스,10362,노선별 버스위치정보 조회
15058320,대전광역시_노선정보조회 서비스,10738,전체노선별경유정류소 정보 조회
15058444,대전광역시_정류소정보조회 서비스,10356,정류소ID별 정류소정보
15059437,대전시 주차장정보 제공 API 서비스2,20869,대전광역시 주차장정보 조회
15077006,대전광역시 서구_홈페이지 주간행사계획 ODF현황조회,29522,주간행사계획 게시물 ODF 파일 목록 조회
15077002,대전광역시 서구_서구통계정보 ODF현황조회,29519,서구통계정보 게시물 ODF 파일 목록 조회
15077007,대전광역시 서구_홈페이지 채용정보 ODF현황조회,29523,채용정보 게시물 ODF 파일 목록 조회
15077003,대전광역시 서구_홈페이지 언론보도ODF현황조회,29520,언론보도 게시물 ODF 파일 목록 조회
15076994,대전광역시 서구_홈페이지 공보PDF ODF현황조회,29513,서구공보 게시물 ODF 파일 목록 조회
15077000,대전광역시 서구_홈페이지 민원서식 ODF현황조회,29517,민원서식 게시물 ODF 파일 목록 조회
15076991,대전광역시 서구_홈페이지 검색어 단어별 출현횟수조회,29497,검색어 출현 횟수 목록 조회
